case k ax ay az nod lp_f lp_v cnt
still 647 43 16458 -15 0 11 16403 0
still 648 -37 16393 -53 0 16 16401 0
still 649 1 16381 79 0 4 16398 0
still 650 -7 16452 -10 0 4 16404 0
still 651 7 16370 5 0 2 16399 0
still 652 -20 16339 -53 0 8 16391 0
still 653 52 16400 86 0 -4 16392 0
still 654 81 16343 100 0 -16 16385 0
still 655 -14 16314 -49 0 -8 16376 0
still 656 -19 16273 30 0 -11 16363 0
still 657 -10 16421 23 0 -13 16370 0
still 658 20 16426 31 0 -16 16377 0
still 659 -61 16467 -16 0 -12 16388 0
still 660 9 16426 -28 0 -7 16392 0
still 661 -19 16302 38 0 -11 16380 0
still 662 38 16369 -33 0 -6 16378 0
still 663 -124 16410 -42 0 0 16382 0
still 664 -21 16369 -15 0 1 16380 0
still 665 9 16415 10 0 -1 16384 0
still 666 -51 16383 -4 0 -1 16383 0
still 667 -44 16373 45 0 -7 16381 0
still 668 39 16412 33 0 -11 16384 0
still 669 -88 16397 76 0 -20 16385 0
still 670 -11 16374 -31 0 -14 16383 0
still 671 20 16388 -42 0 -7 16383 0
still 672 10 16391 23 0 -9 16384 0
still 673 25 16354 26 0 -12 16380 0
still 674 4 16386 -13 0 -9 16380 0
still 675 9 16360 -47 0 -2 16377 0
still 676 58 16330 16 0 -4 16371 0
still 677 40 16398 -12 0 -2 16374 0
still 678 -5 16314 18 0 -4 16366 0
still 679 -42 16380 -41 0 1 16367 0
still 680 42 16367 -1 0 1 16367 0
still 681 69 16340 -11 0 2 16363 0
still 682 -103 16369 -21 0 4 16363 0
still 683 -30 16416 72 0 -6 16369 0
still 684 39 16419 50 0 -12 16375 0
still 685 -27 16348 16 0 -13 16371 0
still 686 83 16359 -68 0 -3 16369 0
still 687 4 16434 35 0 -7 16377 0
still 688 24 16382 38 0 -11 16377 0
still 689 -16 16445 66 0 -18 16385 0
still 690 42 16482 118 0 -31 16397 0
still 691 -33 16379 -41 0 -22 16394 0
still 692 -76 16335 -5 0 -19 16386 0
still 693 28 16407 -119 0 -2 16388 0
still 694 -1 16331 32 0 -6 16380 0
still 695 -38 16432 84 0 -16 16386 0
still 696 91 16376 13 0 -16 16384 0
still 697 -14 16384 84 0 -25 16384 0
still 698 -84 16357 5 0 -23 16380 0
still 699 -22 16331 52 0 -27 16373 0
still 700 -3 16363 -65 0 -16 16371 0
still 701 -6 16428 -8 0 -13 16378 0
still 702 54 16369 -41 0 -7 16376 0
still 703 2 16340 -72 0 2 16371 0
still 704 26 16431 82 0 -9 16378 0
still 705 -91 16431 32 0 -12 16384 0
still 706 8 16408 34 0 -15 16387 0
still 707 26 16413 -12 0 -12 16390 0
still 708 85 16385 54 0 -18 16389 0
still 709 -17 16383 -4 0 -16 16388 0
still 710 12 16452 -72 0 -5 16396 0
still 711 61 16351 102 0 -18 16390 0
still 712 -45 16393 32 0 -20 16390 0
still 713 -76 16385 5 0 -19 16389 0
still 714 20 16376 -49 0 -11 16387 0
still 715 -89 16358 -18 0 -8 16383 0
still 716 -17 16425 6 0 -8 16388 0
still 717 -82 16343 56 0 -14 16382 0
still 718 33 16392 -15 0 -11 16383 0
still 719 54 16348 -31 0 -6 16378 0
still 720 55 16296 56 0 -13 16367 0
still 721 -21 16405 -19 0 -9 16371 0
still 722 -89 16404 -32 0 -4 16375 0
still 723 -3 16405 10 0 -5 16378 0
still 724 8 16417 -66 0 3 16382 0
still 725 103 16311 -8 0 3 16373 0
still 726 2 16361 38 0 -3 16371 0
still 727 -22 16388 131 0 -19 16373 0
still 728 -20 16501 -66 0 -9 16389 0
still 729 31 16397 35 0 -13 16390 0
still 730 -112 16285 34 0 -16 16376 0
still 731 43 16419 -22 0 -12 16381 0
still 732 27 16405 -27 0 -8 16384 0
still 733 94 16384 -23 0 -5 16384 0
still 734 21 16367 15 0 -7 16381 0
still 735 -43 16344 -24 0 -4 16376 0
still 736 53 16374 81 0 -14 16375 0
still 737 74 16359 -21 0 -10 16373 0
still 738 60 16371 -15 0 -7 16372 0
still 739 90 16449 32 0 -11 16381 0
still 740 -85 16395 -80 0 0 16382 0
still 741 14 16405 93 0 -12 16384 0
still 742 -61 16396 20 0 -13 16385 0
still 743 25 16415 61 0 -19 16388 0
still 744 30 16370 -7 0 -16 16385 0
still 745 60 16374 -92 0 -3 16383 0
still 746 -72 16329 -58 0 4 16376 0
still 747 18 16398 -82 0 13 16378 0
still 748 -46 16409 25 0 8 16381 0
still 749 -2 16494 -38 0 11 16395 0
still 750 59 16400 -99 0 22 16395 0
still 751 -51 16391 -37 0 23 16394 0
still 752 -17 16378 17 0 18 16392 0
still 753 -14 16417 -10 0 17 16395 0
still 754 -50 16364 -61 0 22 16391 0
still 755 39 16311 -28 0 22 16381 0
still 756 -21 16410 70 0 10 16384 0
still 757 -58 16366 -25 0 11 16381 0
still 758 -38 16300 3 0 9 16370 0
still 759 -94 16455 41 0 2 16380 0
still 760 52 16476 -6 0 2 16392 0
still 761 -37 16290 56 0 -6 16379 0
still 762 39 16358 -55 0 1 16376 0
still 763 15 16396 -59 0 8 16378 0
still 764 72 16356 28 0 3 16375 0
still 765 -93 16329 4 0 2 16369 0
still 766 -54 16469 -100 0 14 16381 0
still 767 -29 16289 -23 0 15 16369 0
still 768 59 16394 -13 0 14 16372 0
still 769 59 16303 -66 0 20 16363 0
still 770 -83 16435 -86 0 28 16372 0
still 771 64 16344 -14 0 26 16368 0
still 772 -22 16423 -28 0 26 16374 0
still 773 -18 16366 -9 0 23 16373 0
still 774 -48 16382 -55 0 27 16374 0
still 775 25 16357 67 0 15 16371 0
still 776 -72 16389 -8 0 14 16373 0
still 777 85 16407 -12 0 13 16377 0
still 778 -12 16346 99 0 -1 16373 0
still 779 104 16377 -41 0 4 16373 0
still 780 19 16417 -50 0 9 16378 0
still 781 -24 16353 -18 0 10 16374 0
still 782 20 16327 -95 0 20 16368 0
still 783 98 16362 19 0 15 16367 0
still 784 -30 16386 10 0 11 16369 0
still 785 -12 16505 27 0 6 16386 0
still 786 -21 16383 -5 0 5 16385 0
still 787 -17 16433 48 0 -2 16391 0
still 788 -8 16391 -68 0 6 16391 0
still 789 19 16372 -48 0 11 16388 0
still 790 -23 16451 -54 0 16 16395 0
still 791 -50 16398 17 0 11 16395 0
still 792 -13 16326 -36 0 14 16386 0
still 793 93 16309 5 0 11 16376 0
still 794 39 16414 109 0 -4 16380 0
still 795 15 16358 -40 0 1 16377 0
still 796 -18 16448 -60 0 8 16385 0
still 797 9 16339 -10 0 8 16379 0
still 798 95 16392 18 0 4 16380 0
still 799 -29 16303 -47 0 9 16370 0
still 800 -27 16378 -102 0 20 16371 0
still 801 -11 16452 -28 0 21 16381 0
still 802 34 16392 -6 0 19 16382 0
still 803 -16 16417 81 0 6 16386 0
still 804 -92 16433 -22 0 8 16391 0
still 805 15 16435 7 0 6 16396 0
still 806 95 16436 -17 0 7 16401 0
still 807 42 16309 11 0 4 16389 0
still 808 -29 16341 50 0 -3 16383 0
still 809 11 16359 17 0 -5 16380 0
still 810 -5 16376 -80 0 5 16379 0
still 811 -26 16410 19 0 2 16382 0
still 812 3 16326 -38 0 6 16375 0
still 813 -121 16332 62 0 -3 16369 0
still 814 85 16388 -1 0 -3 16371 0
still 815 -72 16395 -27 0 0 16374 0
still 816 107 16409 -5 0 0 16378 0
still 817 -77 16458 4 0 -1 16388 0
still 818 105 16418 -6 0 -1 16391 0
still 819 38 16425 -26 0 2 16395 0
still 820 70 16483 -32 0 5 16406 0
still 821 -116 16423 8 0 3 16408 0
still 822 3 16340 79 0 -8 16399 0
still 823 -103 16449 -23 0 -5 16405 0
still 824 -104 16344 -1 0 -5 16397 0
still 825 101 16443 -7 0 -4 16402 0
still 826 2 16451 41 0 -9 16408 0
still 827 113 16351 22 0 -11 16400 0
still 828 -27 16392 -74 0 -1 16399 0
still 829 2 16312 18 0 -4 16388 0
still 830 74 16397 9 0 -5 16389 0
still 831 -7 16316 -35 0 0 16379 0
still 832 -21 16332 54 0 -7 16373 0
still 833 -93 16330 -47 0 -1 16367 0
still 834 -16 16326 -72 0 8 16361 0
still 835 -65 16347 -73 0 16 16359 0
still 836 52 16382 60 0 6 16361 0
still 837 -31 16412 -5 0 5 16367 0
still 838 8 16461 35 0 0 16378 0
still 839 12 16376 -89 0 11 16377 0
still 840 -12 16350 89 0 -2 16373 0
still 841 -27 16390 -8 0 -1 16375 0
still 842 -33 16434 -55 0 6 16382 0
still 843 28 16288 -30 0 9 16370 0
still 844 83 16373 11 0 6 16370 0
still 845 13 16385 -132 0 21 16371 0
still 846 -78 16427 6 0 17 16378 0
still 847 -72 16315 59 0 7 16370 0
still 848 -27 16370 -25 0 9 16370 0
still 849 -43 16396 22 0 5 16373 0
still 850 -15 16378 -44 0 9 16373 0
still 851 62 16309 11 0 6 16365 0
still 852 31 16437 -1 0 5 16374 0
still 853 22 16371 -44 0 9 16373 0
still 854 3 16432 32 0 3 16380 0
still 855 -63 16384 61 0 -5 16380 0
still 856 16 16454 2 0 -5 16389 0
still 857 -9 16218 63 0 -13 16367 0
still 858 -84 16360 -50 0 -6 16366 0
still 859 -39 16423 -82 0 5 16373 0
still 860 14 16321 -4 0 4 16366 0
still 861 19 16372 -17 0 5 16366 0
still 862 -10 16373 28 0 0 16366 0
still 863 17 16362 108 0 -14 16365 0
still 864 -36 16471 -11 0 -11 16378 0
still 865 63 16435 -18 0 -8 16385 0
still 866 38 16484 -79 0 2 16397 0
still 867 -65 16343 89 0 -10 16390 0
still 868 24 16350 -10 0 -8 16385 0
still 869 13 16343 -13 0 -6 16379 0
still 870 5 16408 47 0 -12 16382 0
still 871 -24 16374 -62 0 -3 16381 0
still 872 -6 16390 -3 0 -3 16382 0
still 873 22 16331 55 0 -10 16375 0
still 874 8 16443 -47 0 -3 16383 0
still 875 -9 16390 -32 0 1 16383 0
still 876 53 16384 -68 0 9 16383 0
still 877 47 16353 14 0 6 16379 0
still 878 40 16334 67 0 -4 16373 0
still 879 39 16309 58 0 -11 16365 0
still 880 -41 16347 80 0 -20 16362 0
still 881 -69 16257 8 0 -19 16348 0
still 882 -11 16338 48 0 -23 16346 0
still 883 -75 16336 38 0 -25 16344 0
still 884 -35 16336 -19 0 -20 16343 0
still 885 -62 16320 -7 0 -17 16340 0
still 886 -26 16375 -43 0 -10 16344 0
still 887 8 16402 35 0 -14 16351 0
still 888 -32 16349 -60 0 -5 16350 0
still 889 11 16425 42 0 -10 16359 0
still 890 35 16438 82 0 -19 16368 0
still 891 9 16413 -38 0 -12 16373 0
still 892 20 16427 -29 0 -7 16379 0
still 893 97 16411 40 0 -12 16383 0
still 894 15 16482 13 0 -13 16395 0
still 895 46 16399 -17 0 -10 16395 0
still 896 -3 16361 -13 0 -8 16390 0
still 897 44 16350 -12 0 -6 16385 0
still 898 41 16445 6 0 -6 16392 0
still 899 -12 16325 34 0 -10 16383 0
still 900 -35 16359 37 0 -14 16380 0
still 901 -22 16411 27 0 -16 16383 0
still 902 -31 16379 62 0 -22 16382 0
still 903 19 16397 -63 0 -12 16383 0
still 904 -4 16446 -12 0 -9 16390 0
still 905 21 16432 117 0 -23 16395 0
still 906 -79 16436 57 0 -28 16400 0
still 907 5 16481 -58 0 -18 16410 0
still 908 -69 16379 35 0 -21 16406 0
still 909 -49 16385 -24 0 -16 16403 0
still 910 98 16358 68 0 -23 16397 0
still 911 -99 16381 2 0 -21 16395 0
still 912 -63 16370 17 0 -21 16391 0
still 913 -13 16360 -4 0 -18 16387 0
still 914 22 16410 -29 0 -13 16389 0
still 915 46 16379 121 0 -27 16387 0
still 916 -1 16395 -51 0 -18 16388 0
still 917 74 16374 18 0 -18 16386 0
still 918 47 16367 12 0 -18 16383 0
still 919 -19 16346 -62 0 -8 16378 0
still 920 -98 16332 -94 0 4 16372 0
still 921 36 16328 131 0 -13 16366 0
still 922 -11 16348 71 0 -21 16363 0
still 923 11 16373 -12 0 -17 16364 0
still 924 70 16346 -58 0 -8 16361 0
still 925 -9 16400 -104 0 6 16365 0
still 926 -66 16339 -25 0 8 16361 0
still 927 -5 16288 -24 0 10 16351 0
still 928 -95 16418 -18 0 11 16359 0
still 929 35 16449 10 0 8 16370 0
still 930 3 16349 -29 0 10 16367 0
still 931 27 16428 88 0 -3 16374 0
still 932 -36 16336 95 0 -15 16369 0
still 933 3 16336 50 0 -20 16364 0
still 934 -8 16361 -61 0 -10 16363 0
still 935 43 16428 82 0 -19 16371 0
still 936 8 16368 9 0 -18 16370 0
still 937 13 16369 -64 0 -8 16369 0
still 938 -51 16380 -18 0 -5 16370 0
still 939 84 16393 -7 0 -4 16372 0
still 940 -29 16417 -6 0 -3 16377 0
still 941 51 16393 58 0 -10 16379 0
still 942 -3 16421 65 0 -17 16384 0
still 943 -17 16459 2 0 -16 16393 0
still 944 110 16462 59 0 -22 16401 0
still 945 53 16477 -17 0 -18 16410 0
still 946 54 16388 24 0 -19 16407 0
still 947 34 16445 -26 0 -14 16411 0
still 948 -42 16320 36 0 -17 16399 0
still 949 -17 16422 58 0 -23 16401 0
still 950 65 16295 15 0 -22 16387 0
still 951 13 16341 -72 0 -11 16381 0
still 952 24 16498 -57 0 -3 16395 0
still 953 -5 16411 -120 0 12 16397 0
still 954 88 16345 56 0 3 16390 0
still 955 142 16400 -48 0 8 16391 0
still 956 2 16364 35 0 2 16387 0
still 957 -45 16441 -31 0 5 16393 0
still 958 162 16316 46 0 -2 16383 0
still 959 -67 16447 3 0 -3 16391 0
still 960 -95 16338 -31 0 1 16384 0
still 961 -65 16386 -53 0 7 16384 0
still 962 -4 16409 2 0 5 16387 0
still 963 -18 16365 25 0 1 16384 0
still 964 -25 16381 -113 0 15 16383 0
still 965 -47 16403 -9 0 14 16385 0
still 966 5 16389 70 0 3 16385 0
still 967 -31 16298 59 0 -5 16374 0
still 968 8 16343 -66 0 3 16370 0
still 969 -101 16338 -12 0 4 16366 0
still 970 61 16361 -16 0 5 16365 0
still 971 -41 16315 14 0 2 16358 0
still 972 6 16370 37 0 -3 16359 0
still 973 -78 16379 -22 0 0 16361 0
still 974 28 16338 -26 0 3 16358 0
still 975 -30 16388 -23 0 5 16361 0
still 976 -27 16324 -50 0 10 16356 0
still 977 17 16338 42 0 3 16353 0
still 978 85 16449 20 0 0 16365 0
still 979 16 16411 -4 0 0 16370 0
still 980 -14 16373 -47 0 5 16370 0
still 981 -31 16463 -69 0 13 16381 0
still 982 -64 16285 29 0 7 16369 0
still 983 87 16435 -19 0 8 16377 0
still 984 36 16402 30 0 3 16380 0
still 985 -52 16425 -40 0 7 16385 0
still 986 14 16415 40 0 1 16388 0
still 987 87 16456 -10 0 2 16396 0
still 988 110 16302 -32 0 5 16384 0
still 989 9 16412 0 0 4 16387 0
still 990 -2 16461 -86 0 14 16396 0
still 991 -12 16346 -5 0 12 16389 0
still 992 -28 16407 56 0 3 16391 0
still 993 80 16275 -26 0 5 16376 0
still 994 59 16386 -15 0 6 16377 0
still 995 -5 16431 -6 0 6 16383 0
still 996 10 16373 3 0 4 16381 0
still 997 15 16482 35 0 -1 16393 0
still 998 11 16443 -75 0 8 16399 0
still 999 -16 16391 -55 0 13 16398 0
vibration 0 -80 16250 -225 0 28 2031 0
vibration 1 837 17091 1392 0 -150 3913 0
vibration 2 1439 17540 1561 0 -327 5616 0
vibration 3 1010 17071 1513 0 -476 7047 0
vibration 4 -493 16562 189 0 -441 8236 0
vibration 5 -1227 14741 -415 0 -334 9049 0
vibration 6 -420 15327 -859 0 -185 9833 0
vibration 7 -1240 15687 -1216 0 -10 10564 0
vibration 8 -222 15666 -351 0 35 11201 0
vibration 9 832 16910 232 0 1 11914 0
vibration 10 1953 16575 616 0 -77 12496 0
vibration 11 1564 16402 2248 0 -349 12984 0
vibration 12 -40 16498 1131 0 -447 13423 0
vibration 13 -1245 16780 182 0 -414 13842 0
vibration 14 -918 15511 -458 0 -305 14050 0
vibration 15 -1593 15919 -1688 0 -56 14283 0
vibration 16 -303 16314 -293 0 -13 14536 0
vibration 17 873 16153 832 0 -116 14738 0
vibration 18 1318 17283 1389 0 -276 15056 0
vibration 19 1337 17792 1208 0 -393 15398 0
vibration 20 1337 16994 376 0 -391 15597 0
vibration 21 268 16264 106 0 -356 15680 0
vibration 22 -1479 14873 -586 0 -239 15579 0
vibration 23 -2641 15050 -2205 0 66 15512 0
vibration 24 -955 14694 -555 0 127 15409 0
vibration 25 1207 15922 521 0 46 15473 0
vibration 26 2070 16443 930 0 -76 15594 0
vibration 27 1327 17389 1162 0 -212 15818 0
vibration 28 2225 17272 2256 0 -468 15999 0
vibration 29 1348 17170 30 0 -414 16145 0
vibration 30 -1139 15515 -351 0 -319 16066 0
vibration 31 -1508 15557 -1121 0 -139 16002 0
vibration 32 -351 15556 -1188 0 26 15946 0
vibration 33 -156 16390 375 0 -25 16001 0
vibration 34 1543 16516 948 0 -141 16065 0
vibration 35 1427 17651 1148 0 -267 16263 0
vibration 36 1120 17214 1449 0 -415 16381 0
vibration 37 133 16999 515 0 -428 16458 0
vibration 38 -705 16289 -77 0 -365 16436 0
vibration 39 -1536 13997 -1561 0 -125 16131 0
vibration 40 -969 14832 -1064 0 23 15968 0
vibration 41 -1641 16988 -1040 0 150 16095 0
vibration 42 761 16382 435 0 76 16130 0
vibration 43 2004 17230 635 0 -13 16267 0
vibration 44 2366 17297 2024 0 -265 16395 0
vibration 45 622 16827 1153 0 -376 16449 0
vibration 46 279 16631 -521 0 -264 16471 0
vibration 47 -976 14930 -544 0 -163 16278 0
vibration 48 -1517 15849 -1486 0 43 16224 0
vibration 49 -1151 16050 -1520 0 227 16202 0
vibration 50 -198 16885 367 0 152 16287 0
vibration 51 1000 16801 384 0 85 16351 0
vibration 52 1547 17759 1441 0 -106 16527 0
vibration 53 748 16772 1375 0 -265 16557 0
vibration 54 -903 17327 -1251 0 -76 16653 0
vibration 55 -940 15478 -1131 0 74 16506 0
vibration 56 -1956 15555 -1374 0 236 16387 0
vibration 57 -1542 16358 -917 0 321 16383 0
vibration 58 -447 15400 -424 0 333 16260 0
vibration 59 790 17135 653 0 209 16369 0
vibration 60 1536 17071 1673 0 -27 16456 0
vibration 61 651 17332 1827 0 -252 16565 0
vibration 62 -757 17412 719 0 -311 16670 0
vibration 63 -432 15604 -871 0 -164 16536 0
vibration 64 -1954 17201 -1636 0 61 16619 0
vibration 65 -436 15352 -1727 0 269 16460 0
vibration 66 -459 15791 -1059 0 367 16376 0
vibration 67 196 16989 178 0 298 16452 0
vibration 68 1082 17287 1342 0 93 16556 0
vibration 69 955 18007 760 0 -14 16737 0
vibration 70 918 17484 1048 0 -144 16830 0
vibration 71 -307 16111 -98 0 -114 16740 0
vibration 72 -625 15670 -368 0 -54 16606 0
vibration 73 -1639 16503 -1133 0 94 16593 0
vibration 74 -412 15167 -858 0 189 16414 0
vibration 75 399 15525 -282 0 200 16302 0
vibration 76 625 17374 509 0 111 16436 0
vibration 77 1734 17318 1277 0 -63 16546 0
vibration 78 451 17466 74 0 -65 16661 0
vibration 79 764 16558 -270 0 -24 16648 0
vibration 80 -1063 14934 -1057 0 111 16433 0
vibration 81 -1597 16542 -1992 0 346 16446 0
vibration 82 -1459 15081 -872 0 411 16275 0
vibration 83 294 15617 -235 0 389 16192 0
vibration 84 1337 16660 521 0 275 16250 0
vibration 85 1382 17346 1375 0 68 16387 0
vibration 86 1129 17151 661 0 -24 16482 0
vibration 87 705 16826 1016 0 -148 16525 0
vibration 88 -670 15927 -1192 0 19 16450 0
vibration 89 -1096 15578 -1416 0 193 16341 0
vibration 90 -1367 16025 -924 0 284 16301 0
vibration 91 -509 16295 -1091 0 384 16300 0
vibration 92 344 16834 -363 0 381 16366 0
vibration 93 1238 17868 574 0 261 16553 0
vibration 94 1418 17312 1765 0 7 16647 0
vibration 95 384 17324 1501 0 -182 16731 0
vibration 96 -104 15769 646 0 -240 16610 0
vibration 97 -945 15919 -277 0 -176 16523 0
vibration 98 -1340 15304 -2062 0 103 16370 0
vibration 99 -253 15728 -977 0 212 16289 0
vibration 100 314 16878 -470 0 244 16362 0
vibration 101 1128 16752 381 0 165 16410 0
vibration 102 1358 17105 1223 0 -9 16496 0
vibration 103 578 16723 1414 0 -185 16524 0
vibration 104 -503 16421 -498 0 -100 16511 0
vibration 105 -1274 15836 -432 0 -34 16426 0
vibration 106 -1202 14935 -668 0 53 16239 0
vibration 107 -2035 16126 -1793 0 270 16224 0
vibration 108 -877 16421 -459 0 293 16248 0
vibration 109 1203 16984 712 0 167 16340 0
vibration 110 2094 17161 1051 0 14 16442 0
vibration 111 1668 17344 1374 0 -160 16554 0
vibration 112 896 17255 170 0 -162 16641 0
vibration 113 -1410 16084 -135 0 -125 16571 0
vibration 114 -1329 14926 -2011 0 142 16365 0
vibration 115 -2373 15620 -1572 0 320 16271 0
vibration 116 -263 16888 -225 0 308 16348 0
vibration 117 593 16727 583 0 196 16395 0
vibration 118 2398 17077 527 0 105 16480 0
vibration 119 1909 18014 767 0 -4 16671 0
vibration 120 342 16114 715 0 -93 16601 0
vibration 121 -873 17029 -690 0 4 16654 0
vibration 122 -628 15791 -1998 0 253 16546 0
vibration 123 -1533 16231 -904 0 334 16506 0
vibration 124 -1324 15648 -832 0 396 16398 0
vibration 125 87 16345 -417 0 398 16391 0
vibration 126 608 16097 919 0 233 16354 0
vibration 127 1562 16844 1904 0 -35 16415 0
vibration 128 933 17825 845 0 -137 16591 0
vibration 129 -81 16732 -368 0 -74 16608 0
vibration 130 -323 16641 -851 0 41 16612 0
vibration 131 -1397 14921 -1057 0 168 16400 0
vibration 132 -794 15337 -910 0 260 16267 0
vibration 133 -249 16026 507 0 164 16236 0
vibration 134 1958 16386 966 0 22 16254 0
vibration 135 551 17340 1394 0 -155 16389 0
vibration 136 1378 17365 1380 0 -309 16511 0
vibration 137 1351 16731 92 0 -282 16538 0
vibration 138 -402 17062 -680 0 -162 16603 0
vibration 139 -721 15735 -1797 0 82 16494 0
vibration 140 -1565 15223 -894 0 183 16335 0
vibration 141 -1488 16075 -571 0 231 16302 0
vibration 142 -724 16560 8 0 201 16334 0
vibration 143 1951 17536 1563 0 -20 16484 0
vibration 144 1685 16868 1900 0 -255 16532 0
vibration 145 1363 16979 827 0 -327 16587 0
vibration 146 280 16700 -159 0 -267 16601 0
vibration 147 -1392 16208 -935 0 -117 16551 0
vibration 148 -1842 15448 -1462 0 80 16413 0
vibration 149 -941 15540 -871 0 178 16303 0
vibration 150 294 16227 -246 0 186 16293 0
vibration 151 1267 16639 787 0 64 16336 0
vibration 152 1523 17486 1442 0 -125 16479 0
vibration 153 1209 17906 580 0 -182 16657 0
vibration 154 123 17207 5 0 -160 16725 0
vibration 155 -986 15379 -629 0 -62 16556 0
vibration 156 -882 15349 -1681 0 155 16405 0
vibration 157 -1446 14826 -1470 0 319 16207 0
vibration 158 779 15485 -1010 0 405 16116 0
vibration 159 680 16363 538 0 287 16146 0
vibration 160 2540 17840 781 0 153 16357 0
vibration 161 2028 17776 1793 0 -91 16534 0
vibration 162 379 16914 299 0 -117 16581 0
vibration 163 -356 16165 167 0 -124 16529 0
vibration 164 -1171 15393 -2309 0 180 16387 0
vibration 165 -1340 15774 -755 0 251 16310 0
vibration 166 -706 16041 -619 0 297 16276 0
vibration 167 329 15822 23 0 257 16219 0
vibration 168 1231 16412 1033 0 95 16243 0
vibration 169 1111 17664 1428 0 -96 16420 0
vibration 170 144 15931 1076 0 -219 16358 0
vibration 171 349 16662 -1051 0 -61 16396 0
vibration 172 -835 15523 -491 0 8 16286 0
vibration 173 -1541 15212 -1356 0 176 16151 0
vibration 174 -736 15942 -1621 0 356 16124 0
vibration 175 -102 16682 135 0 294 16193 0
vibration 176 1108 17078 201 0 232 16303 0
vibration 177 1014 17331 1242 0 47 16431 0
vibration 178 1368 16727 633 0 -38 16468 0
vibration 179 -253 16465 205 0 -59 16467 0
vibration 180 -598 16182 -445 0 4 16431 0
vibration 181 -1266 16148 -629 0 82 16395 0
vibration 182 -1421 14854 -1293 0 233 16202 0
vibration 183 -321 16196 -632 0 282 16201 0
vibration 184 1282 16099 655 0 164 16188 0
vibration 185 1495 17979 1491 0 -43 16411 0
vibration 186 1170 16561 792 0 -137 16429 0
vibration 187 1014 16585 756 0 -215 16448 0
vibration 188 -374 15982 101 0 -201 16389 0
vibration 189 -1783 15622 -708 0 -88 16293 0
vibration 190 -1475 15563 -1563 0 118 16201 0
vibration 191 -1262 15997 -530 0 169 16175 0
vibration 192 95 16417 242 0 117 16205 0
vibration 193 1573 17912 1285 0 -59 16418 0
vibration 194 1614 18362 458 0 -109 16661 0
vibration 195 1196 16819 940 0 -213 16680 0
vibration 196 719 15740 -616 0 -110 16562 0
vibration 197 -1164 16332 -1078 0 38 16533 0
vibration 198 -1530 15504 -1761 0 253 16404 0
vibration 199 -982 15535 -916 0 335 16295 0
vibration 200 125 15623 -44 0 298 16211 0
vibration 201 974 16949 638 0 181 16303 0
vibration 202 1894 18353 1271 0 -1 16559 0
vibration 203 1973 17048 1129 0 -142 16620 0
vibration 204 716 16356 108 0 -138 16587 0
vibration 205 -1495 16627 -1516 0 68 16592 0
vibration 206 -1481 15332 -1204 0 210 16434 0
vibration 207 -1854 15616 -844 0 289 16331 0
vibration 208 -732 15769 37 0 248 16260 0
vibration 209 1073 17072 1118 0 77 16361 0
vibration 210 1625 17131 1034 0 -62 16457 0
vibration 211 1884 16787 1132 0 -196 16498 0
vibration 212 -103 16561 1136 0 -314 16505 0
vibration 213 -350 15885 -1066 0 -142 16427 0
